Iteration,Krylov.bicgstab,GMRES + KP_ILU0,Krylov.cg,Krylov.gmres
1,0.5425284258800805,6.484543768108131e-15,0.5425284258800807,0.5425284258800805
2,0.05497773596933646,,0.10396159353782017,0.10210387428038037
3,0.027437041697105726,,0.061356379048068344,0.05252056315473208
4,0.016799364604458137,,0.03905493121257211,0.031243360684282073
5,0.011456235129025813,,0.031121151285619725,0.022007217523832414
6,0.0077644336895273365,,0.02190722990797951,0.015476382362752185
7,0.005340606175295916,,0.014959045150030308,0.0106918882710573
8,0.0036095194609430193,,0.010663594133263584,0.007474384912627793
9,0.0023097905408659266,,0.006983580377661178,0.005020782109214096
10,0.0015192104720845954,,0.005384308725615405,0.0036164144339963862
11,0.0009863737397374538,,0.004270040970121184,0.0027109139751996096
12,0.0007981956499454033,,0.003252440006433145,0.002015368326384071
13,0.0007554961597277701,,0.0023119032058734083,0.0014639662463432465
14,0.0006884208011639682,,0.0018810226061227813,0.0010991631895078224
15,0.0005877182220237545,,0.0017603784074241942,0.0009065794816930471
16,0.00044319614448063864,,0.0017601233712082958,0.0007982449762230048
17,0.00031850372014648464,,0.0018598897474336738,0.0007293209166292963
18,0.00021546827645785625,,0.0016711580888280973,0.0006463612445821187
19,0.00014609676523643072,,0.0012331099171454234,0.0005472748991507033
20,0.00010042851887977299,,0.0012339691653044276,0.0004777990658772067
21,5.954566744322673e-5,,0.0010863282576015969,0.0004031083726297868
22,3.6193367416262105e-5,,0.0009470499041707137,0.0003219070834483606
23,1.3497320822101557e-5,,0.0007732157264554639,0.00022349950255764008
24,5.950834703335007e-6,,0.000531936946483703,0.0001552504219609806
25,2.4284402115398444e-6,,0.0004652010360086818,9.855748429904017e-5
26,1.0403623478302906e-6,,0.000363887448624311,7.060389955299503e-5
27,5.677787917889391e-7,,0.0003306232816366779,4.879042040280252e-5
28,3.097400847711716e-7,,0.0003166852888527812,3.385428065363893e-5
29,2.2696123604174731e-7,,0.00026908255343052176,1.961882926328596e-5
30,1.580492932504362e-7,,0.0002278215257261235,1.2308603253028607e-5
31,1.1856894891628666e-7,,0.00020325935096223796,8.151823904673748e-6
32,8.179583254163056e-8,,0.00018905104281641253,5.935746247309724e-6
33,5.92395308700216e-8,,0.00017894972193799633,3.755374522777313e-6
34,4.792193206939439e-8,,0.00018655061535310114,2.4320345136100944e-6
35,3.838991001500202e-8,,0.0001924454616254608,1.4429058016134225e-6
36,2.978992765532501e-8,,0.00017766619084298268,8.983089789976942e-7
37,2.3553570907612488e-8,,0.00016327765526502768,6.428677238788672e-7
38,1.7406273511352974e-8,,0.00015411498675632995,4.4343281364448273e-7
39,1.1994593048176635e-8,,0.0001479955063076892,2.418361023215001e-7
40,,,0.00014285441944151327,1.7295018817520145e-7
41,,,0.00014447618657981444,1.1727606835879283e-7
42,,,0.00015234930314397073,7.527695635043776e-8
43,,,0.00015301793986058346,3.978485595169465e-8
44,,,0.0001470240097147171,2.8985646721942723e-8
45,,,0.00014298138606393208,1.8267842251035996e-8
46,,,0.0001369474255788826,1.1853093978135162e-8
47,,,0.00012640493451511166,
48,,,0.0001174987013935705,
49,,,0.00011294097188762337,
50,,,0.00011082127141345976,
51,,,0.00011031214903026697,
52,,,0.00011160076210057879,
53,,,0.00011361091144912812,
54,,,0.000114604146954755,
55,,,0.00011343641588817224,
56,,,0.00010976365737560793,
57,,,0.00010432465721022866,
58,,,9.888944465417616e-5,
59,,,9.498784933810587e-5,
60,,,9.284754674465007e-5,
61,,,9.17599242832858e-5,
62,,,9.117652835134462e-5,
63,,,9.115824399628621e-5,
64,,,9.186360251395252e-5,
65,,,9.309971107190803e-5,
66,,,9.457629954092778e-5,
67,,,9.627190832288376e-5,
68,,,9.82176448108586e-5,
69,,,9.999773093080774e-5,
70,,,0.0001007579357616018,
71,,,9.990975186037577e-5,
72,,,9.77842230707321e-5,
73,,,9.542873385354465e-5,
74,,,9.378882851855424e-5,
75,,,9.312623244671992e-5,
76,,,9.305522069147669e-5,
77,,,9.301638329406152e-5,
78,,,9.278345665918945e-5,
79,,,9.262315472765358e-5,
80,,,9.304006821580696e-5,
81,,,9.438395485188885e-5,
82,,,9.661419073437624e-5,
83,,,9.93139087060569e-5,
84,,,0.0001018905339926073,
85,,,0.0001038304124087925,
86,,,0.00010486806317908115,
87,,,0.00010500525500394098,
88,,,0.00010442424733074268,
89,,,0.00010338241093983466,
90,,,0.00010213667900322807,
91,,,0.00010089632296496765,
92,,,9.979017699976933e-5,
93,,,9.884942132710499e-5,
94,,,9.801902117108184e-5,
95,,,9.720445267601049e-5,
96,,,9.633970837108134e-5,
97,,,9.544382701248295e-5,
98,,,9.463375859360173e-5,
99,,,9.40850676177131e-5,
100,,,9.396169337658491e-5,
101,,,9.434970059436398e-5,
102,,,9.522269913264375e-5,
103,,,9.644953501815289e-5,
104,,,9.783830368793623e-5,
105,,,9.919769427195308e-5,
106,,,0.00010038965529555559,
107,,,0.00010135171550662559,
108,,,0.00010208371246401516,
109,,,0.00010261257744640716,
110,,,0.00010295764282595284,
111,,,0.00010311379285487214,
112,,,0.00010305683276466872,
113,,,0.00010276341535344961,
114,,,0.0001022321593057676,
115,,,0.000101494415250263,
116,,,0.0001006102681405058,
117,,,9.965340941020535e-5,
118,,,9.869323262324127e-5,
119,,,9.778225232553793e-5,
120,,,9.695305623555798e-5,
121,,,9.622414429439931e-5,
122,,,9.561039091050804e-5,
123,,,9.513256571917949e-5,
124,,,9.48214229586329e-5,
125,,,9.47145773261536e-5,
126,,,9.484745793183871e-5,
127,,,9.524182251137341e-5,
128,,,9.58959728196836e-5,
129,,,9.678004878754268e-5,
130,,,9.783812184065252e-5,
131,,,9.899678883783923e-5,
132,,,0.00010017802149292841,
133,,,0.00010131263394892169,
134,,,0.00010235044392208566,
135,,,0.00010326433106629981,
136,,,0.0001040476238090994,
137,,,0.00010470663047850345,
138,,,0.00010525161933147423,
139,,,0.00010568960451677183,
140,,,0.00010602110485689027,
141,,,0.00010624127942235051,
142,,,0.00010634423572310592,
143,,,0.00010632836214150856,
144,,,0.00010620045943162155,
145,,,0.00010597714287972333,
146,,,0.00010568312357978047,
147,,,0.00010534710526070175,
148,,,0.00010499676390125757,
149,,,0.00010465442762084886,
150,,,0.00010433469694229039,
151,,,0.0001040445496968679,
152,,,0.0001037857099481027,
153,,,0.0001035584354189755,
154,,,0.00010336553231592003,
155,,,0.0001032154032183917,
156,,,0.00010312325228777958,
157,,,0.00010311010644778985,
158,,,0.00010319989565232328,
159,,,0.00010341530166535449,
160,,,0.00010377332423663792,
161,,,0.0001042815069604119,
162,,,0.00010493556622858474,
163,,,0.00010571885781835175,
164,,,0.0001066037682195697,
165,,,0.00010755477957140276,
166,,,0.0001085326636922836,
167,,,0.00010949905273874081,
168,,,0.00011042055979940626,
169,,,0.00011127171986898163,
170,,,0.00011203628871321636,
171,,,0.00011270681666463123,
172,,,0.0001132828040589617,
173,,,0.0001137680349204885,
174,,,0.00011416780115280849,
175,,,0.00011448665690516452,
176,,,0.00011472712514777348,
177,,,0.00011488949192306418,
178,,,0.00011497254831469075,
179,,,0.00011497493860032724,
180,,,0.00011489668038355599,
181,,,0.00011474044420126163,
182,,,0.0001145122953073197,
183,,,0.00011422176916577984,
184,,,0.00011388132677650896,
185,,,0.00011350537320481787,
186,,,0.00011310909502035295,
187,,,0.0001127073728217303,
188,,,0.00011231396555652241,
189,,,0.00011194106795215182,
190,,,0.00011159923876262104,
191,,,0.00011129761010816215,
192,,,0.00011104423372795473,
193,,,0.00011084640593203956,
194,,,0.00011071083769565762,
195,,,0.00011064359027735007,
196,,,0.00011064976548409465,
197,,,0.0001107330071126476,
198,,,0.0001108949218978816,
199,,,0.00011113455486599267,
200,,,0.00011144805163475441,
201,,,0.00011182861091866951,
202,,,0.00011226678064405209,
203,,,0.00011275108975833121,
204,,,0.0001132689454554121,
205,,,0.00011380767273463422,
206,,,0.00011435553955973302,
207,,,0.00011490260351343758,
208,,,0.00011544123778129526,
209,,,0.00011596624322987021,
210,,,0.00011647452146093948,
211,,,0.000116964359064429,
212,,,0.00011743444233125768,
213,,,0.00011788277230418753,
214,,,0.0001183056738693787,
215,,,0.00011869708604765093,
216,,,0.00011904828473237905,
217,,,0.00011934812853035287,
218,,,0.00011958384064030739,
219,,,0.0001197422548248802,
220,,,0.00011981137360020613,
221,,,0.00011978202516076557,
222,,,0.00011964937488867373,
223,,,0.00011941405624956445,
224,,,0.000119082735893228,
225,,,0.0001186680111893738,
226,,,0.00011818763938726053,
227,,,0.00011766319597355854,
228,,,0.00011711833684379053,
229,,,0.00011657688227673705,
230,,,0.00011606094713461528,
231,,,0.00011558931632150681,
232,,,0.00011517621764667829,
233,,,0.00011483058735448747,
234,,,0.00011455586610892888,
235,,,0.00011435031096171321,
236,,,0.00011420776423488382,
237,,,0.00011411878380039576,
238,,,0.00011407201113466826,
239,,,0.00011405563482958253,
240,,,0.00011405880010096733,
241,,,0.00011407282172736003,
242,,,0.00011409208021811013,
243,,,0.00011411451792035181,
244,,,0.00011414169925966751,
245,,,0.00011417845076380991,
246,,,0.00011423214411892987,
247,,,0.00011431172214409674,
248,,,0.00011442658857073365,
249,,,0.00011458548654656736,
250,,,0.00011479547970270777,
251,,,0.00011506112746245937,
252,,,0.00011538391787707116,
253,,,0.0001157619910858684,
254,,,0.00011619015782303769,
255,,,0.00011666019224935962,
256,,,0.00011716135777704067,
257,,,0.00011768110892133406,
258,,,0.00011820590183600049,
259,,,0.00011872204138921824,
260,,,0.00011921649372070933,
261,,,0.00011967760026460659,
262,,,0.00012009564179466203,
263,,,0.00012046321802753606,
264,,,0.0001207754278995982,
265,,,0.00012102985553988665,
266,,,0.0001212263848357779,
267,,,0.00012136687930772672,
268,,,0.00012145477244757131,
269,,,0.00012149461628283517,
270,,,0.00012149163312366746,
271,,,0.00012145130832650739,
272,,,0.00012137905196338031,
273,,,0.00012127994610990958,
274,,,0.00012115858349996487,
275,,,0.00012101899366915871,
276,,,0.00012086464516905199,
277,,,0.00012069850734554557,
278,,,0.0001205231525771211,
279,,,0.00012034087954576351,
280,,,0.00012015383967441583,
281,,,0.00011996415181661685,
282,,,0.0001197739940963526,
283,,,0.00011958566595663527,
284,,,0.00011940161753333417,
285,,,0.00011922444706983427,
286,,,0.00011905686998428953,
287,,,0.00011890166526725354,
288,,,0.00011876160610273622,
289,,,0.00011863938203561363,
290,,,0.00011853751977662256,
291,,,0.00011845830899617447,
292,,,0.0001184037383667757,
293,,,0.0001183754458121524,
294,,,0.00011837468552382221,
295,,,0.00011840231289807915,
296,,,0.000118458787188084,
297,,,0.00011854419039993302,
298,,,0.0001186582598240679,
299,,,0.0001188004306217427,
300,,,0.00011896988412523921,
301,,,0.00011916559701305796,
302,,,0.00011938638634446484,
303,,,0.00011963094563433735,
304,,,0.00011989786775653744,
305,,,0.00012018565149198566,
306,,,0.00012049268995876861,
307,,,0.00012081724090515827,
