Iteration,Krylov.bicgstab,GMRES + KP_ILU0,Krylov.cg,Krylov.gmres
308,,,0.0001211573807978233,
309,,,0.00012151094664431611,
310,,,0.00012187547137216615,
311,,,0.0001222481201565292,
312,,,0.0001226256361607409,
313,,,0.0001230043045698604,
314,,,0.00012337994343753384,
315,,,0.00012374792866733035,
316,,,0.0001241032584139146,
317,,,0.000124440659395459,
318,,,0.00012475473421573436,
319,,,0.00012504014504172536,
320,,,0.00012529182518134592,
321,,,0.00012550520661910546,
322,,,0.00012567644877940423,
323,,,0.00012580265205952863,
324,,,0.00012588203929756424,
325,,,0.00012591408948334248,
326,,,0.00012589961069210911,
327,,,0.00012584074325101317,
328,,,0.00012574088919785974,
329,,,0.00012560456968736423,
330,,,0.00012543721759861398,
331,,,0.0001252449176573546,
332,,,0.00012503411044133226,
333,,,0.00012481127934989113,
334,,,0.0001245826408143837,
335,,,0.00012435385768896876,
336,,,0.00012412979401414765,
337,,,0.000123914326406577,
338,,,0.00012371022346918084,
339,,,0.00012351910012095514,
340,,,0.00012334144889292564,
341,,,0.00012317674528591346,
342,,,0.00012302361948642043,
343,,,0.000122880082338239,
344,,,0.00012274378972643957,
345,,,0.00012261232670974172,
346,,,0.00012248349108742108,
347,,,0.00012235555581436558,
348,,,0.0001222274909047838,
349,,,0.00012209912819004056,
350,,,0.00012197125636848907,
351,,,0.00012184563890204373,
352,,,0.00012172495304531911,
353,,,0.00012161265413135635,
354,,,0.00012151277466638415,
355,,,0.00012142967234755337,
356,,,0.00012136774447200555,
357,,,0.00012133112816338088,
358,,,0.00012132340636839333,
359,,,0.00012134733876965549,
360,,,0.00012140463481189731,
361,,,0.0001214957831823803,
362,,,0.00012161994856098291,
363,,,0.00012177494247495439,
364,,,0.00012195727083805275,
365,,,0.00012216225637908025,
366,,,0.00012238422982153237,
367,,,0.0001226167795341258,
368,,,0.00012285304563798045,
369,,,0.00012308604147668334,
370,,,0.00012330898320097951,
371,,,0.00012351560725065572,
372,,,0.000123700455934638,
373,,,0.000123859113210602,
374,,,0.00012398837609347793,
375,,,0.0001240863516578076,
376,,,0.00012415247496705238,
377,,,0.00012418744897588354,
378,,,0.00012419311297375455,
379,,,0.0001241722509616003,
380,,,0.00012412835506725215,
381,,,0.00012406536144497153,
382,,,0.00012398737697494385,
383,,,0.0001238984145450202,
384,,,0.00012380215295356648,
385,,,0.00012370173479549768,
386,,,0.00012359961239321663,
387,,,0.00012349744821117464,
388,,,0.0001233960725103574,
389,,,0.0001232954974691097,
390,,,0.00012319498377975037,
391,,,0.00012309315294398106,
392,,,0.00012298813622120793,
393,,,0.0001228777494999233,
394,,,0.00012275968231674088,
395,,,0.00012263168887969097,
396,,,0.0001224917692803847,
397,,,0.0001223383300916452,
398,,,0.0001221703151910927,
399,,,0.00012198729982879245,
400,,,0.00012178954352471303,
401,,,0.00012157800015845292,
402,,,0.00012135428639688718,
403,,,0.00012112061219134256,
404,,,0.0001208796792815858,
405,,,0.0001206345553262236,
406,,,0.00012038853234829889,
407,,,0.00012014497860996514,
408,,,0.00011990719283626933,
409,,,0.00011967826896698393,
410,,,0.00011946097843142984,
411,,,0.00011925767543592129,
412,,,0.0001190702290515445,
413,,,0.0001188999841084121,
414,,,0.00011874775114372658,
415,,,0.00011861382400019879,
416,,,0.00011849802219718435,
417,,,0.00011839975395366053,
418,,,0.00011831809477269886,
419,,,0.00011825187583475295,
420,,,0.0001181997761161679,
421,,,0.00011816041216382078,
422,,,0.0001181324198177959,
423,,,0.00011811452286654127,
424,,,0.00011810558460947897,
425,,,0.00011810463953725462,
426,,,0.00011811090374782813,
427,,,0.00011812376421055453,
428,,,0.00011814274847429905,
429,,,0.00011816747779173552,
430,,,0.00011819760780867181,
431,,,0.00011823276186625242,
432,,,0.0001182724625259729,
433,,,0.00011831606711600694,
434,,,0.00011836271289981054,
435,,,0.00011841127689525518,
436,,,0.0001184603544572492,
437,,,0.00011850825953072594,
438,,,0.00011855304805233312,
439,,,0.0001185925644104278,
440,,,0.00011862450925757209,
441,,,0.00011864652540915339,
442,,,0.00011865629716116241,
443,,,0.00011865165722246189,
444,,,0.00011863069467515402,
445,,,0.00011859185702545492,
446,,,0.00011853403953383382,
447,,,0.00011845665562886057,
448,,,0.00011835968328589604,
449,,,0.00011824368372035392,
450,,,0.00011810979050025203,
451,,,0.00011795966909150425,
452,,,0.00011779544876520217,
453,,,0.0001176196305733223,
454,,,0.00011743497660794535,
455,,,0.00011724438689709032,
456,,,0.00011705077099125935,
457,,,0.00011685692153080072,
458,,,0.00011666539686359614,
459,,,0.00011647841914411311,
460,,,0.00011629779334957325,
461,,,0.00011612485137172473,
462,,,0.00011596042386478585,
463,,,0.00011580484093411232,
464,,,0.00011565796111696624,
465,,,0.000115519226514855,
466,,,0.00011538774046231975,
467,,,0.00011526236283354353,
468,,,0.0001151418170660941,
469,,,0.00011502480228459217,
470,,,0.00011491010358899347,
471,,,0.00011479669366794458,
472,,,0.00011468381941874722,
473,,,0.00011457106818390867,
474,,,0.00011445840950008513,
475,,,0.0001143462098175581,
476,,,0.00011423521938083454,
477,,,0.00011412653224086972,
478,,,0.00011402152206964977,
479,,,0.00011392175794943827,
480,,,0.00011382890551233693,
481,,,0.0001137446196392269,
482,,,0.0001136704353510868,
483,,,0.00011360766353274078,
484,,,0.00011355729774040088,
485,,,0.00011351993760341633,
486,,,0.00011349573329620918,
487,,,0.00011348435429598574,
488,,,0.0001134849842267588,
489,,,0.0001134963420926504,
490,,,0.0001135167286953602,
491,,,0.00011354409558409085,
492,,,0.00011357613257349465,
493,,,0.00011361036875852107,
494,,,0.00011364428112405009,
495,,,0.00011367540435453834,
496,,,0.00011370143534387593,
497,,,0.00011372032621680836,
498,,,0.00011373036040145431,
499,,,0.00011373020740571829,
500,,,0.00011371895338248756,
501,,,0.00011369610622158714,
502,,,0.00011366157565847039,
503,,,0.00011361563060536563,
504,,,0.00011355883745515756,
505,,,0.00011349198436068146,
506,,,0.00011341599735722595,
507,,,0.00011333185461314385,
508,,,0.00011324050504040534,
509,,,0.00011314279698991866,
510,,,0.00011303942184609808,
511,,,0.00011293087609986729,
512,,,0.00011281744401723991,
513,,,0.00011269920144160783,
514,,,0.00011257603968555103,
515,,,0.00011244770699294962,
516,,,0.00011231386378576483,
517,,,0.00011217414693850909,
518,,,0.00011202823771351186,
519,,,0.00011187592778322913,
520,,,0.00011171717797520379,
521,,,0.0001115521649834039,
522,,,0.00011138131224859617,
523,,,0.00011120530244456274,
524,,,0.00011102507041894105,
525,,,0.00011084177691633106,
526,,,0.00011065676484258154,
527,,,0.00011047150110510715,
528,,,0.00011028750809304352,
529,,,0.00011010628957459121,
530,,,0.00010992925614600574,
531,,,0.00010975765535476527,
532,,,0.000109592511252529,
533,,,0.00010943457744843118,
534,,,0.00010928430678474783,
535,,,0.00010914183961253042,
536,,,0.00010900701138007884,
537,,,0.00010887937894207483,
538,,,0.00010875826373282024,
539,,,0.00010864280880241016,
540,,,0.00010853204576380375,
541,,,0.00010842496700674951,
542,,,0.00010832059815318527,
543,,,0.00010821806569175934,
544,,,0.00010811665504759449,
545,,,0.00010801585500251435,
546,,,0.00010791538533880396,
547,,,0.00010781520576895469,
548,,,0.00010771550554696602,
549,,,0.00010761667453282049,
550,,,0.00010751925779623564,
551,,,0.00010742389700047932,
552,,,0.00010733126271890622,
553,,,0.00010724198244502416,
554,,,0.00010715656932643841,
555,,,0.00010707535657585486,
556,,,0.00010699844210513594,
557,,,0.00010692564722868669,
558,,,0.00010685649234352281,
559,,,0.00010679019137938441,
560,,,0.00010672566559379315,
561,,,0.00010666157603756578,
562,,,0.00010659637280983578,
563,,,0.00010652835812997441,
564,,,0.00010645575934443017,
565,,,0.00010637680731958358,
566,,,0.00010628981529633471,
567,,,0.00010619325323199927,
568,,,0.00010608581294409882,
569,,,0.00010596645998924389,
570,,,0.0001058344691235478,
571,,,0.00010568944133889461,
572,,,0.00010553130177030722,
573,,,0.0001053602791265469,
574,,,0.00010517686860481889,
575,,,0.0001049817814095395,
576,,,0.00010477588491510719,
577,,,0.00010456013812430224,
578,,,0.00010433552733407082,
579,,,0.00010410300681454795,
580,,,0.00010386344884936474,
581,,,0.00010361760671559093,
582,,,0.00010336609316142505,
583,,,0.00010310937574602722,
584,,,0.00010284778912544851,
585,,,0.00010258156309199978,
586,,,0.00010231086399032415,
587,,,0.0001020358461234836,
588,,,0.00010175670899604469,
589,,,0.00010147375577131121,
590,,,0.00010118744817875388,
591,,,0.00010089845330405518,
592,,,0.0001006076782118352,
593,,,0.000100316289149636,
594,,,0.00010002571309946634,
595,,,9.973762060258489e-5,
596,,,9.94538899978896e-5,
597,,,9.91765543973245e-5,
598,,,9.890773379359912e-5,
599,,,9.86495555910406e-5,
600,,,9.840406752341327e-5,
601,,,9.817314734801337e-5,
602,,,9.795841387864376e-5,
603,,,9.776114385390133e-5,
604,,,9.758219885693174e-5,
605,,,9.742196604110052e-5,
606,,,9.728031580787771e-5,
607,,,9.715657886200191e-5,
608,,,9.704954426414718e-5,
609,,,9.695747923795717e-5,
610,,,9.687817058831332e-5,
611,,,9.680898667206917e-5,
612,,,9.674695795420294e-5,
613,,,9.668887330902107e-5,
614,,,9.663138842157728e-5,
615,,,9.657114194911003e-5,
616,,,9.650487456086558e-5,
617,,,9.642954563282378e-5,
618,,,9.634244227281518e-5,
619,,,9.624127552208861e-5,
620,,,9.612425903601808e-5,
621,,,9.599016628295589e-5,
622,,,9.583836328679735e-5,
623,,,9.566881512383074e-5,
624,,,9.548206569759853e-5,
625,,,9.527919167447826e-5,
626,,,9.50617327814434e-5,
627,,,9.483160186483629e-5,
628,,,9.459097911647748e-5,
629,,,9.434219564074289e-5,
630,,,9.408761203389649e-5,
631,,,9.382949786584177e-5,
632,,,9.356991790253181e-5,
633,,,9.331063060455382e-5,
634,,,9.305300391009156e-5,
635,,,9.279795258574069e-5,
636,,,9.254590053100547e-5,
637,,,9.229677037230498e-5,
638,,,9.205000149803893e-5,
639,,,9.180459638719217e-5,
640,,,9.155919369664623e-5,
641,,,9.131216513657386e-5,
642,,,9.10617317371543e-5,
643,,,9.08060937722782e-5,
644,,,9.054356745491832e-5,
645,,,9.0272720664666e-5,
646,,,8.999249952116455e-5,
647,,,8.970233767290819e-5,
648,,,8.940224079137704e-5,
649,,,8.909283995954295e-5,
650,,,8.87754093764317e-5,
651,,,8.845184595987024e-5,
652,,,8.812461085893455e-5,
653,,,8.779663539106956e-5,
654,,,8.74711962891403e-5,
655,,,8.715176718711549e-5,
656,,,8.684185483289175e-5,
657,,,8.65448294893158e-5,
658,,,8.62637593259857e-5,
659,,,8.60012583276222e-5,
660,,,8.575935640747233e-5,
661,,,8.553939910319538e-5,
662,,,8.534198254764169e-5,
663,,,8.516692744752242e-5,
664,,,8.501329366198552e-5,
665,,,8.487943473631781e-5,
666,,,8.476308949740816e-5,
667,,,8.466150564762794e-5,
668,,,8.457158830659121e-5,
669,,,8.449006476688923e-5,
670,,,8.44136554843287e-5,
671,,,8.433924065025684e-5,
672,,,8.426401170972446e-5,
673,,,8.418559796964104e-5,
674,,,8.410215999746992e-5,
675,,,8.401244377638267e-5,
676,,,8.391579240724629e-5,
677,,,8.381211530835536e-5,
678,,,8.370181808737447e-5,
679,,,8.358569925598316e-5,
680,,,8.346482245424003e-5,
681,,,8.334037462795965e-5,
682,,,8.321352151243402e-5,
683,,,8.308527175954852e-5,
684,,,8.295636012724707e-5,
685,,,8.282715842841423e-5,
686,,,8.269762056558449e-5,
687,,,8.256726515294166e-5,
688,,,8.243519616634987e-5,
689,,,8.230015899594614e-5,
690,,,8.216062643608463e-5,
691,,,8.201490675756406e-5,
692,,,8.186126426914748e-5,
693,,,8.169804185358543e-5,
694,,,8.152377496453151e-5,
695,,,8.133728752525156e-5,
696,,,8.113776201747224e-5,
697,,,8.092477863358442e-5,
698,,,8.069832144605077e-5,
699,,,8.045875281937057e-5,
700,,,8.02067604183203e-5,
701,,,7.994328382799857e-5,
702,,,7.966942972197376e-5,
703,,,7.938638549955195e-5,
704,,,7.909534126491933e-5,
705,,,7.879742894634307e-5,
706,,,7.849368535731819e-5,
707,,,7.818504327243443e-5,
708,,,7.787235138423226e-5,
709,,,7.755642062555148e-5,
710,,,7.723809111238437e-5,
711,,,7.691831121414094e-5,
712,,,7.659821829463687e-5,
713,,,7.627920973389931e-5,
714,,,7.596299309433614e-5,
715,,,7.565160577355594e-5,
716,,,7.534739709431398e-5,
717,,,7.505296929033369e-5,
718,,,7.477107791424295e-5,
719,,,7.450449640951848e-5,
720,,,7.425585352428318e-5,
721,,,7.402745551081046e-5,
722,,,7.382110734196115e-5,
723,,,7.363794828237862e-5,
724,,,7.347831698616361e-5,
725,,,7.334165985866284e-5,
726,,,7.322649379780659e-5,
727,,,7.313043075668627e-5,
728,,,7.305026703011261e-5,
729,,,7.298213500741223e-5,
730,,,7.292170967006103e-5,
731,,,7.286445675482434e-5,
732,,,7.280590474986778e-5,
733,,,7.274191930169317e-5,
734,,,7.266895673768928e-5,
735,,,7.258427370391542e-5,
736,,,7.248607262372913e-5,
737,,,7.237356774631793e-5,
738,,,7.224696358272529e-5,
739,,,7.210734581523182e-5,
740,,,7.195649339061638e-5,
741,,,7.179662847234163e-5,
742,,,7.163012732052502e-5,
743,,,7.145921930076764e-5,
744,,,7.128570270017265e-5,
745,,,7.111070476703241e-5,
746,,,7.093450957160638e-5,
747,,,7.075647128665171e-5,
748,,,7.05750228144086e-5,
749,,,7.038778093662297e-5,
750,,,7.019174000981137e-5,
751,,,6.998353742836372e-5,
752,,,6.975976647166846e-5,
753,,,6.951730660924421e-5,
754,,,6.925363865990397e-5,
755,,,6.896711296478402e-5,
756,,,6.865714313118995e-5,
757,,,6.83243056190212e-5,
758,,,6.797033562519592e-5,
759,,,6.759802109016665e-5,
760,,,6.721100769712154e-5,
761,,,6.681353700246727e-5,
762,,,6.641014618262579e-5,
763,,,6.600536065788023e-5,
764,,,6.560340996227294e-5,
765,,,6.520799306337956e-5,
766,,,6.482211263818116e-5,
767,,,6.444798949956279e-5,
768,,,6.408705939250254e-5,
769,,,6.374004562909817e-5,
770,,,6.340709329491167e-5,
771,,,6.308794471178062e-5,
772,,,6.278213203945773e-5,
773,,,6.248916174311568e-5,
774,,,6.220866733802479e-5,
775,,,6.194051125841799e-5,
776,,,6.168482346628168e-5,
777,,,6.144197277046258e-5,
778,,,6.121247576244143e-5,
779,,,6.0996856665300556e-5,
780,,,6.07954781567311e-5,
781,,,6.060836749408485e-5,
782,,,6.0435063492838225e-5,
783,,,6.0274507918222515e-5,
784,,,6.0124999838215424e-5,
785,,,5.998422396965773e-5,
786,,,5.984935480659583e-5,
787,,,5.9717228341371443e-5,
788,,,5.958456362411341e-5,
789,,,5.9448208489653395e-5,
790,,,5.930537871128813e-5,
791,,,5.915385860667242e-5,
792,,,5.899213429402535e-5,
793,,,5.881943834610294e-5,
794,,,5.863569578478395e-5,
795,,,5.844137481403012e-5,
796,,,5.823725955504858e-5,
797,,,5.8024174318369254e-5,
798,,,5.7802697790862614e-5,
799,,,5.7572909546946417e-5,
800,,,5.733420973824026e-5,
801,,,5.708524556209346e-5,
802,,,5.682396569032638e-5,
803,,,5.6547807409128765e-5,
804,,,5.625400254089996e-5,
805,,,5.593996962312046e-5,
806,,,5.560374407201064e-5,
807,,,5.524438801429922e-5,
808,,,5.4862319519454566e-5,
809,,,5.445950836745859e-5,
810,,,5.40395018187893e-5,
811,,,5.360726682168234e-5,
812,,,5.3168860893294e-5,
813,,,5.273096808101091e-5,
814,,,5.230035489973664e-5,
815,,,5.18833112446745e-5,
816,,,5.1485142088616066e-5,
817,,,5.11097680580919e-5,
818,,,5.0759478640065536e-5,
819,,,5.043486313324519e-5,
820,,,5.013492376639244e-5,
821,,,4.9857354603633336e-5,
822,,,4.959895068602317e-5,
823,,,4.935609608290636e-5,
824,,,4.912526904526212e-5,
825,,,4.890349913351135e-5,
826,,,4.8688716395648525e-5,
827,,,4.8479946634984255e-5,
828,,,4.8277328167812144e-5,
829,,,4.8081951219911184e-5,
830,,,4.7895547089858294e-5,
831,,,4.772007603686643e-5,
832,,,4.755727694882183e-5,
833,,,4.7408246172579355e-5,
834,,,4.7273107190917905e-5,
835,,,4.7150818405796055e-5,
836,,,4.7039145481529114e-5,
837,,,4.6934800419474056e-5,
838,,,4.683372493166743e-5,
839,,,4.673147400836035e-5,
840,,,4.66236400364233e-5,
841,,,4.65062512381966e-5,
842,,,4.6376082412333323e-5,
843,,,4.623083116929717e-5,
844,,,4.606913713464756e-5,
845,,,4.589045091212535e-5,
846,,,4.56947884897604e-5,
847,,,4.548242948954056e-5,
848,,,4.525362945766196e-5,
849,,,4.5008414532934956e-5,
850,,,4.47465111129057e-5,
851,,,4.446743592462532e-5,
